,user_id,anime_id,rating
305,5,18,6.0
306,5,20,6.0
307,5,22,5.0
308,5,24,1.0
309,5,30,1.0
310,5,45,7.0
311,5,47,8.0
312,5,57,7.0
313,5,63,1.0
314,5,67,6.0
315,5,68,6.0
316,5,132,6.0
317,5,136,8.0
318,5,137,8.0
319,5,138,6.0
320,5,139,6.0
321,5,150,2.0
322,5,152,4.0
323,5,166,6.0
324,5,170,6.0
325,5,174,5.0
326,5,185,6.0
327,5,186,6.0
328,5,189,1.0
329,5,190,1.0
330,5,195,4.0
331,5,199,8.0
332,5,205,8.0
333,5,223,6.0
334,5,225,1.0
335,5,232,3.0
336,5,240,4.0
337,5,241,1.0
338,5,245,10.0
339,5,248,1.0
340,5,249,1.0
341,5,250,5.0
342,5,263,7.0
343,5,264,8.0
344,5,265,7.0
345,5,268,7.0
346,5,269,3.0
347,5,272,5.0
348,5,288,2.0
349,5,292,7.0
350,5,335,3.0
351,5,344,7.0
352,5,371,3.0
353,5,379,6.0
354,5,390,3.0
355,5,392,7.0
356,5,406,6.0
357,5,442,4.0
358,5,443,4.0
359,5,448,3.0
360,5,481,3.0
361,5,482,5.0
362,5,487,1.0
363,5,508,3.0
364,5,517,3.0
365,5,527,6.0
366,5,528,7.0
367,5,534,7.0
368,5,550,2.0
369,5,552,7.0
370,5,709,6.0
371,5,760,2.0
372,5,761,5.0
373,5,813,5.0
374,5,846,1.0
375,5,861,2.0
376,5,874,7.0
377,5,896,4.0
378,5,898,5.0
379,5,903,1.0
380,5,905,6.0
381,5,914,7.0
382,5,918,9.0
383,5,936,5.0
384,5,981,5.0
385,5,987,2.0
386,5,1117,7.0
387,5,1132,5.0
388,5,1138,5.0
389,5,1195,1.0
390,5,1210,4.0
391,5,1253,7.0
392,5,1254,7.0
393,5,1257,7.0
394,5,1313,6.0
395,5,1469,5.0
396,5,1535,4.0
397,5,1559,5.0
398,5,1564,5.0
399,5,1614,5.0
400,5,1668,2.0
401,5,1669,2.0
402,5,1674,5.0
404,5,1689,7.0
405,5,1764,6.0
406,5,1840,1.0
407,5,1887,3.0
408,5,1913,8.0
409,5,1956,2.0
410,5,2034,3.0
411,5,2104,1.0
412,5,2116,5.0
413,5,2144,1.0
414,5,2159,7.0
415,5,2236,8.0
416,5,2248,5.0
417,5,2330,5.0
418,5,2363,6.0
419,5,2397,7.0
420,5,2398,7.0
421,5,2400,6.0
422,5,2418,9.0
423,5,2424,3.0
424,5,2472,5.0
425,5,2508,3.0
426,5,2594,8.0
427,5,2605,7.0
428,5,2684,6.0
429,5,2789,1.0
430,5,2907,5.0
431,5,2961,6.0
432,5,2962,6.0
433,5,2993,2.0
434,5,3228,7.0
435,5,3455,2.0
436,5,3503,1.0
437,5,3515,7.0
438,5,3588,5.0
439,5,3655,5.0
440,5,3702,9.0
441,5,3712,1.0
442,5,3887,7.0
443,5,3974,5.0
444,5,4015,1.0
445,5,4052,5.0
446,5,4063,2.0
448,5,4214,2.0
449,5,4224,3.0
450,5,4437,5.0
451,5,4472,3.0
452,5,4548,5.0
453,5,4654,6.0
454,5,4667,1.0
455,5,4760,1.0
456,5,4975,1.0
457,5,4999,5.0
458,5,5040,8.0
459,5,5042,1.0
461,5,5251,8.0
462,5,5258,8.0
463,5,5277,1.0
464,5,5279,2.0
465,5,5526,6.0
466,5,5667,2.0
467,5,5680,1.0
468,5,5681,6.0
469,5,5958,2.0
470,5,6098,5.0
471,5,6201,2.0
472,5,6211,8.0
473,5,6324,2.0
474,5,6325,5.0
475,5,6347,1.0
476,5,6377,7.0
477,5,6385,6.0
478,5,6512,2.0
479,5,6547,3.0
480,5,6695,5.0
481,5,6702,4.0
482,5,6746,7.0
483,5,6791,1.0
484,5,6885,3.0
485,5,6956,2.0
486,5,6974,6.0
487,5,7088,1.0
488,5,7148,1.0
489,5,7593,1.0
490,5,7647,8.0
491,5,7661,8.0
492,5,7674,5.0
493,5,7720,7.0
494,5,7762,7.0
495,5,7769,2.0
496,5,7791,2.0
497,5,7817,2.0
498,5,7858,1.0
499,5,8074,2.0
500,5,8277,3.0
501,5,8302,2.0
502,5,8407,1.0
503,5,8408,7.0
504,5,8424,4.0
505,5,8457,5.0
506,5,8516,1.0
507,5,8525,3.0
508,5,8619,2.0
509,5,8675,6.0
510,5,8769,1.0
511,5,8841,5.0
512,5,9041,2.0
513,5,9074,8.0
514,5,9181,1.0
515,5,9220,5.0
516,5,9253,9.0
517,5,9355,1.0
518,5,9367,1.0
519,5,9379,5.0
520,5,9471,1.0
521,5,9479,7.0
522,5,9741,2.0
523,5,9919,4.0
524,5,9936,2.0
525,5,9969,9.0
526,5,9981,5.0
527,5,9989,7.0
528,5,10020,1.0
529,5,10030,5.0
530,5,10080,3.0
531,5,10108,1.0
532,5,10110,3.0
533,5,10119,7.0
534,5,10162,7.0
535,5,10163,7.0
536,5,10172,1.0
537,5,10209,5.0
538,5,10216,6.0
539,5,10396,4.0
540,5,10397,1.0
541,5,10521,4.0
542,5,10589,4.0
543,5,10638,5.0
544,5,10719,7.0
545,5,10790,6.0
546,5,10805,5.0
547,5,10863,8.0
548,5,10897,3.0
549,5,11013,1.0
550,5,11113,7.0
551,5,11179,5.0
552,5,11319,1.0
553,5,11371,3.0
554,5,11433,5.0
555,5,11499,5.0
556,5,11577,9.0
558,5,11617,2.0
559,5,11633,7.0
560,5,11757,1.0
561,5,11759,3.0
562,5,11761,4.0
563,5,11785,3.0
564,5,11813,5.0
565,5,11843,8.0
566,5,11853,6.0
567,5,12069,7.0
568,5,12189,5.0
569,5,12431,8.0
570,5,12445,4.0
571,5,12447,4.0
572,5,12467,5.0
573,5,12549,2.0
574,5,12581,3.0
575,5,12673,5.0
576,5,12729,1.0
577,5,13055,5.0
578,5,13093,5.0
579,5,13161,1.0
580,5,13201,5.0
581,5,13333,5.0
582,5,13357,2.0
583,5,13367,2.0
584,5,13403,1.0
585,5,13479,6.0
586,5,13535,7.0
587,5,13659,1.0
588,5,13663,2.0
589,5,13759,3.0
590,5,13851,1.0
591,5,14027,2.0
592,5,14189,3.0
593,5,14199,1.0
594,5,14227,2.0
595,5,14349,6.0
596,5,14467,5.0
597,5,14513,7.0
598,5,14527,4.0
599,5,14669,7.0
600,5,14685,4.0
601,5,14719,9.0
602,5,14741,4.0
603,5,14749,2.0
604,5,14813,3.0
606,5,14967,3.0
607,5,15039,7.0
608,5,15059,6.0
609,5,15225,3.0
610,5,15315,5.0
611,5,15335,10.0
612,5,15379,5.0
613,5,15417,8.0
614,5,15437,5.0
615,5,15451,1.0
616,5,15565,4.0
617,5,15583,3.0
618,5,15609,1.0
619,5,15729,1.0
620,5,15771,8.0
621,5,15775,7.0
622,5,15809,7.0
623,5,16011,2.0
624,5,16067,5.0
625,5,16241,7.0
626,5,16353,1.0
627,5,16417,3.0
628,5,16444,5.0
629,5,16592,5.0
630,5,16636,5.0
631,5,16694,5.0
632,5,16706,2.0
633,5,16742,5.0
634,5,16782,7.0
635,5,16866,2.0
636,5,16894,5.0
637,5,16918,7.0
638,5,17157,1.0
639,5,17247,2.0
640,5,17265,8.0
641,5,17505,6.0
642,5,17641,2.0
643,5,17729,1.0
644,5,17741,2.0
645,5,17777,1.0
646,5,17827,1.0
647,5,17875,5.0
648,5,17895,4.0
649,5,18001,4.0
650,5,18039,2.0
651,5,18095,3.0
652,5,18115,7.0
653,5,18139,4.0
654,5,18153,5.0
655,5,18179,6.0
656,5,18229,5.0
657,5,18247,1.0
658,5,18277,2.0
659,5,18441,7.0
660,5,18465,2.0
661,5,18497,5.0
662,5,18671,4.0
663,5,18677,3.0
664,5,18689,8.0
665,5,18753,3.0
666,5,18857,1.0
667,5,18897,2.0
668,5,19023,2.0
669,5,19163,2.0
670,5,19221,7.0
671,5,19363,6.0
672,5,19365,5.0
673,5,19369,3.0
674,5,19647,8.0
675,5,19769,3.0
676,5,19799,1.0
677,5,19815,1.0
678,5,19953,4.0
679,5,20031,5.0
680,5,20045,1.0
681,5,20047,1.0
682,5,20053,3.0
683,5,20057,8.0
684,5,20159,7.0
685,5,20431,6.0
686,5,20457,1.0
687,5,20507,6.0
688,5,20541,1.0
689,5,20545,3.0
690,5,20583,8.0
691,5,20689,3.0
692,5,20767,7.0
693,5,20785,1.0
694,5,20787,3.0
695,5,20847,6.0
696,5,20853,3.0
697,5,20899,8.0
698,5,20931,1.0
699,5,20939,6.0
700,5,20973,5.0
701,5,20977,3.0
702,5,21033,1.0
703,5,21085,4.0
704,5,21185,5.0
705,5,21189,3.0
706,5,21327,6.0
707,5,21405,4.0
708,5,21431,3.0
709,5,21507,1.0
710,5,21561,3.0
711,5,21587,5.0
712,5,21603,3.0
713,5,21647,5.0
714,5,21781,3.0
715,5,21863,6.0
716,5,22147,6.0
717,5,22199,4.0
718,5,22319,2.0
719,5,22535,7.0
720,5,22789,8.0
721,5,23079,2.0
722,5,23199,7.0
723,5,23233,1.0
724,5,23251,7.0
725,5,23273,8.0
726,5,23277,4.0
727,5,23289,5.0
728,5,23309,1.0
729,5,23447,5.0
730,5,23755,7.0
731,5,23847,4.0
732,5,24135,5.0
733,5,24171,5.0
734,5,24175,4.0
735,5,24627,5.0
736,5,24781,6.0
737,5,24873,1.0
738,5,24913,4.0
739,5,25157,1.0
740,5,25159,2.0
741,5,25183,6.0
743,5,25397,2.0
744,5,25429,1.0
745,5,25635,7.0
746,5,26055,8.0
747,5,26349,6.0
748,5,26441,6.0
749,5,27899,2.0
750,5,28121,6.0
751,5,28297,5.0
752,5,28677,5.0
753,5,28819,2.0
754,5,28891,9.0
755,5,28907,5.0
756,5,29027,2.0
757,5,29035,1.0
758,5,29317,4.0
759,5,29785,2.0
760,5,29786,3.0
761,5,29803,8.0
762,5,30831,8.0
763,5,31240,8.0
765,5,31722,7.0
767,5,32182,9.0
768,5,32828,7.0
806,7,22,7.0
807,7,30,10.0
808,7,31,9.0
809,7,32,9.0
810,7,59,7.0
811,7,64,8.0
812,7,65,7.0
813,7,111,8.0
814,7,121,8.0
815,7,136,8.0
816,7,139,7.0
817,7,170,9.0
818,7,210,9.0
819,7,223,9.0
820,7,225,7.0
821,7,232,8.0
822,7,245,8.0
823,7,249,8.0
824,7,270,9.0
825,7,339,9.0
826,7,357,8.0
827,7,407,8.0
828,7,435,8.0
829,7,482,9.0
830,7,508,7.0
831,7,530,8.0
832,7,532,8.0
833,7,534,9.0
834,7,535,8.0
835,7,552,9.0
836,7,568,8.0
837,7,740,8.0
838,7,813,9.0
839,7,849,7.0
840,7,934,9.0
841,7,996,8.0
842,7,1138,8.0
843,7,1172,8.0
844,7,1253,7.0
845,7,1254,8.0
846,7,1257,7.0
847,7,1259,7.0
848,7,1313,8.0
849,7,1535,9.0
850,7,1563,8.0
851,7,1575,9.0
852,7,1719,7.0
853,7,1887,8.0
854,7,1889,9.0
855,7,2012,8.0
856,7,2026,9.0
857,7,2116,9.0
858,7,2131,8.0
859,7,2167,9.0
860,7,2213,9.0
861,7,2237,6.0
862,7,2759,9.0
863,7,2899,8.0
864,7,2904,9.0
865,7,2993,7.0
866,7,2994,8.0
867,7,3086,8.0
868,7,3455,7.0
869,7,3515,7.0
870,7,3652,8.0
871,7,3702,7.0
872,7,3784,8.0
873,7,3785,9.0
874,7,4028,8.0
875,7,4059,9.0
876,7,4181,9.0
877,7,4192,9.0
878,7,4214,7.0
879,7,4382,4.0
880,7,4472,7.0
881,7,4654,9.0
882,7,4896,10.0
883,7,4975,9.0
884,7,5231,8.0
885,7,5233,8.0
886,7,5521,8.0
887,7,5667,7.0
888,7,5958,8.0
889,7,6166,6.0
890,7,6205,8.0
891,7,6213,7.0
892,7,6351,8.0
893,7,6811,8.0
894,7,6956,7.0
895,7,7148,6.0
896,7,7858,7.0
897,7,8277,6.0
898,7,8407,7.0
899,7,8424,7.0
900,7,8460,7.0
901,7,8525,8.0
902,7,8769,8.0
903,7,8861,7.0
904,7,8876,7.0
905,7,8937,9.0
906,7,9032,7.0
907,7,9041,8.0
908,7,9047,8.0
909,7,9063,7.0
910,7,9181,7.0
911,7,9367,5.0
912,7,9479,8.0
913,7,9618,7.0
914,7,9675,7.0
915,7,9756,8.0
916,7,9790,7.0
917,7,9958,9.0
918,7,10020,8.0
919,7,10076,8.0
920,7,10080,7.0
921,7,10110,6.0
922,7,10456,7.0
923,7,10491,8.0
924,7,10507,7.0
925,7,10521,7.0
926,7,10588,7.0
927,7,10620,8.0
928,7,10719,8.0
929,7,10794,7.0
930,7,10805,6.0
931,7,10897,7.0
932,7,11061,9.0
933,7,11179,8.0
934,7,11617,6.0
935,7,11633,8.0
936,7,11743,8.0
937,7,11757,8.0
938,7,11759,8.0
939,7,11763,7.0
940,7,11933,8.0
941,7,11977,8.0
942,7,11979,8.0
943,7,11981,9.0
944,7,12467,7.0
945,7,12729,7.0
946,7,12783,8.0
947,7,12967,7.0
948,7,13093,7.0
949,7,13261,7.0
950,7,13357,5.0
951,7,13587,9.0
952,7,13659,7.0
953,7,13663,8.0
954,7,13851,7.0
955,7,13939,7.0
956,7,14027,6.0
957,7,14407,8.0
958,7,14653,10.0
959,7,14741,7.0
960,7,14749,7.0
961,7,14833,8.0
962,7,14967,7.0
963,7,15117,8.0
964,7,15225,7.0
965,7,15377,6.0
966,7,15379,8.0
967,7,15411,7.0
968,7,15451,8.0
969,7,15583,7.0
970,7,15687,5.0
971,7,15809,7.0
972,7,15879,6.0
973,7,15911,6.0
974,7,16011,8.0
975,7,16049,9.0
976,7,16157,7.0
977,7,16512,4.0
978,7,16700,8.0
979,7,16706,9.0
980,7,16742,6.0
981,7,16762,7.0
982,7,16934,7.0
983,7,16982,10.0
984,7,17247,7.0
985,7,17265,9.0
986,7,17513,7.0
987,7,17641,7.0
988,7,17725,7.0
989,7,17729,8.0
990,7,17777,7.0
991,7,17875,8.0
992,7,18001,5.0
993,7,18039,7.0
994,7,18041,7.0
995,7,18095,7.0
996,7,18097,7.0
997,7,18139,8.0
998,7,18153,8.0
999,7,18247,8.0
1000,7,18277,8.0
1001,7,18441,8.0
1002,7,18671,6.0
1003,7,18677,6.0
1004,7,18679,8.0
1005,7,18857,7.0
1006,7,18893,7.0
1007,7,18897,8.0
1008,7,19151,6.0
1009,7,19163,8.0
1010,7,19221,7.0
1011,7,19315,5.0
1012,7,19367,6.0
1013,7,19369,8.0
1014,7,19769,5.0
1015,7,19815,10.0
1016,7,19855,7.0
1017,7,20021,5.0
1018,7,20031,8.0
1019,7,20033,6.0
1020,7,20045,7.0
1021,7,20047,8.0
1022,7,20159,10.0
1023,7,20457,6.0
1024,7,20479,8.0
1025,7,20507,8.0
1026,7,20541,7.0
1027,7,20545,6.0
1028,7,20689,9.0
1029,7,20767,7.0
1030,7,20919,6.0
1031,7,20931,7.0
1032,7,20939,8.0
1033,7,20977,8.0
1034,7,21033,8.0
1035,7,21085,8.0
1036,7,21177,9.0
1037,7,21325,6.0
1038,7,21473,7.0
1039,7,21511,5.0
1040,7,21541,7.0
1041,7,21653,8.0
1042,7,21679,7.0
1043,7,21881,6.0
1044,7,22057,7.0
1045,7,22071,7.0
1046,7,22273,8.0
1047,7,22547,6.0
1048,7,22663,7.0
1049,7,22961,7.0
1050,7,23153,7.0
1051,7,23227,7.0
1052,7,23233,7.0
1053,7,23289,8.0
1054,7,23321,7.0
1055,7,23383,8.0
1056,7,23421,9.0
1057,7,23427,7.0
1058,7,23755,8.0
1059,7,23945,5.0
1060,7,24037,7.0
1061,7,24075,6.0
1062,7,24133,6.0
1063,7,24135,8.0
1064,7,24227,6.0
1065,7,24365,8.0
1066,7,24543,7.0
1067,7,24655,8.0
1068,7,24703,7.0
1069,7,24713,8.0
1070,7,24765,8.0
1071,7,24873,5.0
1072,7,25157,7.0
1073,7,25159,8.0
1074,7,25283,8.0
1075,7,25397,8.0
1076,7,25429,8.0
1077,7,25687,8.0
1078,7,25689,6.0
1079,7,26349,7.0
1080,7,26351,7.0
1081,7,27775,8.0
1082,7,27787,6.0
1083,7,27829,8.0
1084,7,28121,7.0
1085,7,28179,6.0
1086,7,28215,8.0
1087,7,28285,7.0
1088,7,28391,6.0
1089,7,28497,9.0
1090,7,28713,8.0
1091,7,28819,6.0
1092,7,28825,7.0
1093,7,28907,7.0
1094,7,28979,6.0
1095,7,28999,7.0
1096,7,29027,7.0
1097,7,29067,7.0
1098,7,29163,8.0
1099,7,29589,8.0
1100,7,29785,5.0
1101,7,29786,6.0
1102,7,29803,8.0
1103,7,30276,8.0
1104,7,30296,8.0
1105,7,30300,7.0
1106,7,30307,6.0
1107,7,30321,7.0
1108,7,30347,8.0
1109,7,30363,7.0
1110,7,30365,7.0
1111,7,30379,5.0
1112,7,30384,7.0
1113,7,30503,8.0
1114,7,30544,8.0
1115,7,30740,8.0
1116,7,30749,7.0
1117,7,30831,8.0
1118,7,30885,7.0
1119,7,30991,7.0
1120,7,31043,9.0
1121,7,31149,8.0
1122,7,31156,7.0
1123,7,31338,6.0
1124,7,31404,7.0
1125,7,31439,5.0
1126,7,31442,5.0
1127,7,31560,7.0
1128,7,31630,5.0
1129,7,31637,7.0
1130,7,31704,8.0
1131,7,31716,8.0
1132,7,31737,7.0
1133,7,31845,5.0
1134,7,31859,7.0
1135,7,31867,7.0
1136,7,31914,6.0
1137,7,31952,6.0
1138,7,31953,7.0
1139,7,31980,6.0
1140,7,32093,8.0
1141,7,32108,7.0
1142,7,32171,5.0
1143,7,32215,7.0
1144,7,32360,7.0
1145,7,32380,4.0
1146,7,32553,5.0
1147,7,33091,8.0
1148,7,33341,7.0
1149,8,269,9.0
1150,8,355,9.0
1151,8,6702,10.0
1152,8,7088,5.0
1153,8,7593,9.0
1154,8,8630,8.0
1155,8,10620,6.0
1156,8,10793,10.0
1157,8,11241,7.0
1158,8,11757,9.0
1159,8,13759,9.0
1160,8,15583,9.0
1161,9,1887,8.0
1165,10,5114,10.0
1167,10,11757,9.0
1169,10,21881,9.0
1170,11,30,5.0
1171,11,43,7.0
1172,11,44,7.0
1174,11,59,7.0
1175,11,61,4.0
1176,11,104,9.0
1177,11,120,6.0
1178,11,121,7.0
1179,11,122,6.0
1180,11,143,7.0
1181,11,149,5.0
1182,11,164,8.0
1183,11,177,7.0
1184,11,199,10.0
1185,11,202,9.0
1186,11,232,6.0
1187,11,243,4.0
1188,11,249,9.0
1190,11,338,10.0
1191,11,357,7.0
1192,11,416,10.0
1193,11,430,6.0
1194,11,431,8.0
1195,11,440,10.0
1196,11,441,9.0
1197,11,449,6.0
1198,11,450,7.0
1199,11,451,6.0
1200,11,452,9.0
1201,11,497,7.0
1202,11,512,5.0
1203,11,513,9.0
1204,11,522,7.0
1205,11,523,8.0
1206,11,528,7.0
1207,11,530,7.0
1208,11,531,7.0
1209,11,532,7.0
1210,11,543,6.0
1211,11,565,6.0
1212,11,572,7.0
1213,11,578,10.0
1214,11,589,9.0
1215,11,597,7.0
1216,11,687,4.0
1217,11,723,7.0
1218,11,740,7.0
1219,11,759,8.0
1220,11,790,8.0
1221,11,853,7.0
1222,11,855,6.0
1223,11,879,7.0
1224,11,934,8.0
1225,11,996,7.0
1226,11,997,7.0
1227,11,1002,7.0
1228,11,1032,8.0
1229,11,1060,8.0
1230,11,1117,9.0
1231,11,1118,8.0
1232,11,1239,7.0
1233,11,1240,7.0
1234,11,1709,6.0
1235,11,1889,8.0
1236,11,2167,7.0
1237,11,2313,10.0
1238,11,2685,6.0
1239,11,2847,6.0
1240,11,2890,6.0
1241,11,3577,6.0
1242,11,3652,6.0
1243,11,3702,9.0
1244,11,4059,7.0
1245,11,4181,8.0
1246,11,4896,6.0
1247,11,4898,6.0
1248,11,5030,6.0
1249,11,5060,7.0
1250,11,5114,8.0
1251,11,6164,6.0
1252,11,6280,7.0
1253,11,6351,9.0
1254,11,6707,4.0
1255,11,6747,7.0
1256,11,6811,8.0
1257,11,7593,8.0
1258,11,7674,7.0
1259,11,9253,7.0
1260,11,9756,7.0
1261,11,10030,7.0
1262,11,11757,8.0
1263,11,12355,9.0
1264,11,12365,7.0
1265,11,13599,5.0
1266,11,13601,8.0
1267,11,16498,9.0
1268,11,18153,9.0
1269,11,18507,7.0
1270,11,18679,9.0
1271,11,20159,8.0
1272,11,21241,8.0
1273,11,21339,8.0
1274,11,21881,8.0
1275,11,22145,7.0
1276,11,22265,9.0
1277,11,23251,9.0
1278,11,23281,9.0
1279,11,25015,8.0
1280,11,28675,8.0
1281,11,30276,8.0
1282,12,223,8.0
1283,12,225,6.0
1284,12,302,9.0
1285,12,392,9.0
1286,12,813,9.0
1287,12,853,9.0
1288,12,877,9.0
1289,12,1535,10.0
1290,12,1562,9.0
1291,12,1575,10.0
1292,12,2025,9.0
1293,12,2904,10.0
1294,12,4182,7.0
1295,12,5114,9.0
1296,12,6033,9.0
1297,12,6573,9.0
1298,12,7338,9.0
1299,12,8074,6.0
1300,12,8888,9.0
1301,12,9253,10.0
1302,12,11757,9.0
1303,12,16498,10.0
1478,14,133,6.0
1479,14,135,8.0
1480,14,177,8.0
1481,14,392,8.0
1482,14,433,9.0
1483,14,587,8.0
1484,14,969,7.0
1485,14,1195,6.0
1486,14,1689,9.0
1487,14,1840,7.0
1488,14,2129,8.0
1489,14,2155,6.0
1490,14,2167,7.0
1491,14,2336,7.0
1492,14,2685,8.0
1493,14,2926,7.0
1494,14,2927,6.0
1495,14,2993,6.0
1496,14,3229,6.0
1497,14,3299,7.0
1498,14,3712,6.0
1499,14,4059,8.0
1500,14,4181,9.0
1501,14,4186,6.0
1502,14,4214,6.0
1503,14,4938,8.0
1504,14,5081,9.0
1505,14,5681,8.0
1506,14,5734,7.0
1507,14,5764,6.0
1508,14,5958,7.0
1509,14,6201,6.0
1510,14,6347,8.0
1511,14,6351,7.0
1512,14,6408,8.0
1513,14,6512,7.0
1514,14,6547,9.0
1515,14,6772,8.0
1516,14,7590,7.0
1517,14,7593,6.0
1518,14,7817,5.0
1519,14,8074,6.0
1520,14,8407,7.0
1521,14,8424,6.0
1522,14,8514,8.0
1523,14,8516,8.0
1524,14,8525,8.0
1525,14,8536,7.0
1526,14,8676,7.0
1527,14,8769,6.0
1528,14,8861,5.0
1529,14,8934,8.0
1530,14,9041,7.0
1531,14,9117,6.0
1532,14,9252,8.0
1533,14,9253,9.0
1534,14,9465,8.0
1535,14,9724,8.0
1536,14,9790,8.0
1537,14,9919,6.0
1538,14,9925,6.0
1539,14,10020,8.0
1540,14,10080,8.0
1541,14,10092,8.0
1542,14,10110,7.0
1543,14,10372,7.0
1544,14,10408,8.0
1545,14,10447,7.0
1546,14,10568,7.0
1547,14,10620,8.0
1548,14,10793,8.0
1549,14,10863,7.0
1550,14,11179,7.0
1551,14,11433,6.0
1552,14,11597,7.0
1553,14,11757,6.0
1554,14,11771,7.0
1555,14,11887,8.0
1556,14,12175,7.0
1557,14,13367,7.0
1558,14,13659,7.0
1559,14,14075,6.0
1560,14,14293,8.0
1561,14,14345,7.0
1562,14,14749,7.0
1563,14,14813,8.0
1564,14,14833,6.0
1565,14,15117,7.0
1566,14,15225,6.0
1567,14,15583,6.0
1568,14,15689,8.0
1569,14,15809,7.0
1570,14,16011,7.0
1571,14,16067,7.0
1572,14,16397,8.0
1573,14,16498,8.0
1574,14,16592,6.0
1575,14,16762,7.0
1576,14,16782,8.0
1577,14,17074,8.0
1578,14,17121,9.0
1579,14,17247,7.0
1580,14,17265,9.0
1581,14,17895,7.0
1582,14,18153,7.0
1583,14,18245,7.0
1584,14,18277,8.0
1585,14,18857,6.0
1586,14,19117,9.0
1587,14,19151,6.0
1588,14,19221,7.0
1589,14,19369,7.0
1590,14,19769,4.0
1591,14,19775,8.0
1592,14,19815,8.0
1593,14,20457,7.0
1594,14,20507,8.0
1595,14,20787,6.0
1596,14,21431,6.0
1597,14,21437,7.0
1598,14,21863,7.0
1599,14,22729,9.0
1600,14,22839,9.0
1601,15,2404,9.0
1603,16,61,8.0
1605,16,357,5.0
1607,16,1222,9.0
1608,16,1535,9.0
1609,16,2167,8.0
1610,16,4181,9.0
1611,16,6547,8.0
1613,16,11285,8.0
1614,17,6,7.0
1615,17,19,10.0
1616,17,30,9.0
1617,17,32,10.0
1618,17,43,8.0
1619,17,47,8.0
1620,17,66,6.0
1621,17,114,7.0
1622,17,121,6.0
1623,17,164,9.0
1624,17,199,8.0
1625,17,205,7.0
1626,17,226,7.0
1627,17,227,7.0
1628,17,228,7.0
1629,17,245,8.0
1630,17,256,6.0
1631,17,268,8.0
1632,17,323,8.0
1633,17,339,8.0
1635,17,413,1.0
1636,17,430,6.0
1637,17,431,8.0
1638,17,437,9.0
1639,17,468,8.0
1640,17,486,9.0
1641,17,543,7.0
1642,17,570,8.0
1643,17,578,9.0
1644,17,664,5.0
1646,17,759,8.0
1647,17,770,5.0
1648,17,777,9.0
1649,17,849,7.0
1650,17,889,8.0
1652,17,932,5.0
1653,17,934,9.0
1654,17,949,8.0
1655,17,1002,8.0
1656,17,1004,5.0
1657,17,1033,7.0
1658,17,1056,5.0
1660,17,1210,8.0
1661,17,1379,8.0
1662,17,1530,8.0
1663,17,1535,10.0
1664,17,1575,8.0
1666,17,1689,9.0
1667,17,1852,7.0
1668,17,1889,10.0
1669,17,1943,7.0
1670,17,2001,10.0
1671,17,2167,9.0
1672,17,2175,7.0
1673,17,2236,8.0
1674,17,2251,9.0
1675,17,2418,8.0
1676,17,2476,3.0
1677,17,2593,7.0
1678,17,2605,7.0
1679,17,2759,8.0
1682,17,2904,8.0
1683,17,2924,8.0
1686,17,3002,9.0
1687,17,3087,6.0
1689,17,3167,9.0
1690,17,3287,2.0
1693,17,3455,7.0
